Merchant_ID,Merchant_Name,Industry,Merchant_Segment,Location_Region,Subscription_Start_Date,Months_Since_Subscription,POS_Terminal_Model,Avg_Monthly_Transaction_Volume,Avg_Monthly_Transaction_Value,Avg_Transaction_Value,Transaction_Frequency_Score,Uptime_Percentage,Customer_Support_Tickets_Monthly,Avg_Resolution_Time_Tickets_Days,Feature_Adoption_Score,Payment_Success_Rate,Payment_Failure_Rate,Dispute_Rate,Technical_Issues_Reported,Feedback_Score_Monthly,Days_Since_Last_Transaction,POS_Cost,Monthly_Rental_Fee,MDR_Rate,LTV,Churned,Churn_Reason
M-1103,IKEA,Education,Medium,South,18-07-2023,5,Pin on Mobile,508,454948.185,895.5672932,0.072272012,99.29184003,0,2.858083386,0.297117158,92.75222324,7.247776758,4.424015405,3,3.895180921,220,0,0,1.2,34121.11387,1,Low Usage
M-1104,Reliance (Branch 3),Food & Beverage,Small,South,17-01-2023,11,Android Smart Mini POS,371,257635.1066,694.4342497,0.460066239,98.83396401,7,2.855536663,0.643178617,97.93991171,2.060088294,2.010752381,2,2.383889951,127,14224,400,1.8,42509.79259,0,None
M-1105,Forest Essentials (Branch 4),Retail,Medium,West,24-04-2023,8,Soundbox,349,148248.8437,424.7817871,0.412952896,95.6832478,11,5.716002952,0.711454242,91.32872368,8.671276323,2.280335725,2,1.154344803,211,2293,200,2,23719.81499,1,None
M-1106,Sqraeboat (Branch 5),Entertainment,Small,North,01-04-2023,9,Android Smart Mini POS,718,626015.3385,871.8876581,0.292176803,99.56204012,7,4.317681361,0.696539022,95.37064977,4.629350235,0.613700273,3,3.474387846,220,14224,400,1.8,101414.4848,1,Support Issues
M-1107,Netmeds (Branch 4),Education,Medium,West,07-05-2023,7,Pin on Mobile,382,234008.9792,612.5889507,0.376993235,99.51704295,6,1.835179681,0.580218964,97.99297127,2.007028729,2.367698234,1,3.986266695,125,0,0,1.2,24570.94281,0,None
M-1108,Swiggy (Branch 3),Entertainment,Small,Central,14-07-2023,5,Android Smart Mini POS,624,231136.1315,370.4104672,0.103749425,96.68270956,4,5.475532717,0.626077291,93.74215895,6.257841046,4.823762664,1,3.978525775,13,14224,400,1.8,20802.25184,0,None
M-1109,Swiggy (Branch 4),Hospitality,Large,Central,01-11-2023,2,Soundbox,514,250044.6761,486.4682415,0.894228043,95.3439634,5,2.100785524,0.679069099,96.87043134,3.129568662,2.146713917,2,4.446530425,58,2293,200,2,10001.78705,0,None
M-1110,Pepperfry (Branch 4),Education,Large,North,24-09-2023,3,Android Smart Mini POS,772,613186.1555,794.2825849,0.022902161,99.69894,1,3.066647837,0.189778893,97.65637013,2.343629874,3.514496414,1,4.66870174,274,14224,400,1.2,27593.377,1,Low Usage
M-1111,Croma,Entertainment,Small,South,23-09-2023,3,Android Smart Mini POS,539,281107.9846,521.5361496,0.646597284,96.7185207,6,6.60101126,0.034981874,96.92308083,3.076919168,3.61363639,0,4.855813702,306,14224,400,1.8,15179.83117,1,None
M-1112,BigBazar (Branch 2),Hospitality,Medium,Central,19-11-2023,1,Android Smart POS,727,161094.4969,221.5880287,0.899122101,96.65672216,8,5.464994575,0.759806907,95.85499481,4.145005191,1.974332616,1,4.047583169,94,19824,500,2,3221.889937,0,None
M-1113,Sqraeboat (Branch 6),Healthcare,Medium,West,05-06-2023,6,mPos,521,151390.3669,290.5765199,0.842719124,96.26668064,3,1.61685137,0.07748729,95.33933523,4.660664768,0.946738618,1,2.444971176,194,5377,300,1.5,27250.26604,1,Low Usage
M-1114,Xiomi (Branch 3),E-commerce,Medium,Central,28-01-2023,11,mPos,661,395509.6426,598.3504427,0.398836615,98.67690574,4,1.439050593,0.089478383,95.86776343,4.132236575,2.434703566,4,3.002786511,145,5377,300,2.2,108765.1517,0,None
M-1115,Croma (Branch 2),Entertainment,Large,West,16-02-2023,10,Android Smart POS,165,142703.1418,864.8675259,0.911737708,96.24626643,2,2.252455201,0.94426616,90.17373975,9.82626025,4.826943518,3,1.597047588,101,19824,500,1.8,25686.56552,0,None
M-1116,Titan (Branch 4),Entertainment,Large,Central,11-03-2023,9,Android Smart Mini POS,325,121357.0049,373.4061691,0.585514042,96.70566818,1,4.944358237,0.015647318,90.57937395,9.420626048,0.498305764,4,4.552711642,185,14224,400,1.8,19659.8348,1,Low Usage
M-1117,Coders Brain (Branch 2),E-commerce,Small,South,21-08-2023,4,mPos,434,198241.7189,456.7781542,0.419346994,97.91029347,4,1.090528181,0.449237131,93.88892608,6.111073923,2.759506092,2,4.332887085,72,5377,300,2.2,19824.17189,0,None
M-1118,Croma (Branch 3),Retail,Medium,East,21-12-2023,0,Soundbox,389,102033.164,262.2960514,0.191699271,99.46522197,1,1.115794793,0.653431924,93.45968038,6.540319622,3.363243697,0,4.38883795,14,2293,200,2,0,0,None
M-1119,IKEA (Branch 2),Entertainment,Small,North,16-02-2023,10,Android Smart POS,590,337611.486,572.2228576,0.656731206,95.71883282,4,6.348061629,0.449521173,94.94824733,5.051752666,4.48290668,2,2.199652194,202,19824,500,1.8,60770.06748,1,None
M-1120,Tata Motors (Branch 5),Education,Medium,North,26-09-2023,3,Pin on Mobile,708,260909.6665,368.5164781,0.545574347,95.88125593,3,3.084384171,0.931358367,91.3148163,8.685183702,3.162004476,0,2.303916175,83,0,0,1.2,11740.93499,0,None
M-1121,Raymond (Branch 6),Entertainment,Large,Central,23-03-2023,9,Android Smart Mini POS,547,302845.7669,553.6485683,0.628635547,95.71922554,7,4.450152738,0.109188996,91.60376784,8.396232159,0.20654071,0,4.236952287,49,14224,400,1.8,49061.01423,0,None
M-1122,ITC (Branch 5),E-commerce,Small,South,21-06-2023,6,mPos,346,203183.8985,587.2367008,0.525261347,98.43954765,3,6.819623263,0.43494553,93.65430786,6.345692141,1.849650023,1,2.375251615,342,5377,300,2.2,30477.58477,1,High Costs
M-1123,Amazon (Branch 4),Food & Beverage,Large,North,03-08-2023,5,Android Smart Mini POS,563,366071.6399,650.2160566,0.249352311,99.00321857,1,4.252212313,0.282498837,92.91120601,7.088793987,1.757640208,2,1.253276988,60,14224,400,1.8,27455.37299,0,None
M-1124,My Operator (Branch 3),Education,Medium,East,17-11-2023,1,Android Smart Mini POS,446,134120.398,300.7183812,0.452786637,97.52587606,4,1.800306961,0.97939573,92.31989298,7.680107018,2.294206698,1,4.02406633,277,14224,400,1.2,2011.80597,1,Technical Issues
M-1125,Reliance (Branch 4),Food & Beverage,Small,Central,10-05-2023,7,Android Smart POS,199,105841.043,531.8645375,0.433543103,97.28915325,1,2.891683079,0.060552256,96.18139094,3.818609056,2.839130457,4,2.397700451,281,19824,500,1.8,11113.30951,1,Low Usage
M-1126,Netmeds (Branch 5),Entertainment,Medium,Central,03-01-2023,12,Android Smart Mini POS,511,315116.6148,616.6665652,0.590403726,95.29441727,0,6.837411827,0.465438971,98.33878597,1.661214033,0.049040574,1,4.078464709,265,14224,400,1.8,68065.1888,1,High Costs
M-1127,Rudralife,Hospitality,Large,West,21-08-2023,4,Dynamic Soundbox,446,386232.2445,865.9915795,0.880582443,97.973474,3,3.978186235,0.472706899,92.79633171,7.203668288,4.35202585,2,1.681732808,68,3827,250,2,30898.57956,0,None
M-1128,Tata Motors (Branch 6),Retail,Large,Central,04-01-2023,12,Android Smart POS,538,502865.7227,934.6946518,0.777758254,99.78541702,4,2.297973821,0.140799912,94.68633404,5.313665962,4.145188074,2,2.460326533,137,19824,500,2,120687.7734,0,None
M-1129,ITC (Branch 6),Healthcare,Large,Central,17-04-2023,8,Android Smart POS,512,332553.463,649.5184824,0.433380848,97.24869097,1,1.366877086,0.489330832,97.32008996,2.679910039,0.493764843,5,1.27836739,288,19824,500,1.5,79812.83112,1,High Costs
M-1130,Amazon (Branch 5),Retail,Large,East,19-01-2023,11,Android Smart POS,230,145800.4894,633.9151714,0.222207207,95.71992283,6,4.438809608,0.977474278,92.13240014,7.867599857,1.776680747,0,2.616768537,312,19824,500,2,32076.10767,1,Technical Issues
M-1131,Dominos (Branch 2),Hospitality,Large,East,19-06-2023,6,Android Smart POS,318,73471.87091,231.0436192,0.957124196,95.22677141,1,4.390875823,0.62863216,97.71983062,2.28016938,2.754476879,2,2.642837584,122,19824,500,2,8816.62451,0,None
M-1132,Decathlon (Branch 6),Retail,Medium,South,24-03-2023,9,Soundbox,672,414928.1211,617.4525611,0.539434355,97.53692922,0,1.05264853,0.001724822,90.87899686,9.121003137,0.507783017,0,4.578856419,238,2293,200,2,74687.06179,1,Better Competitor
M-1133,Britannia (Branch 2),Education,Large,Central,21-10-2023,2,Android Smart Mini POS,631,510982.167,809.797412,0.582723841,95.73113463,0,6.685638972,0.882269565,92.19943572,7.800564283,0.477968682,1,2.76261443,76,14224,400,1.2,15329.46501,0,None
M-1134,Croma (Branch 4),Education,Large,East,19-01-2023,11,Android Smart Mini POS,409,407543.7194,996.4394118,0.097254216,99.19257564,9,3.879898393,0.827150196,97.35414554,2.64585446,4.579960007,2,1.606667841,198,14224,400,1.2,67244.7137,1,Better Competitor
M-1135,Coders Brain (Branch 3),Healthcare,Medium,North,07-08-2023,4,Android Smart POS,480,138724.319,289.0089978,0.901323374,97.64998018,2,1.99764621,0.834954262,93.22761066,6.772389337,2.275163096,3,1.111887589,123,19824,500,1.5,16646.91828,0,None
M-1136,Hey Coach (Branch 2),E-commerce,Small,North,22-12-2023,0,Pin on Mobile,255,124061.9607,486.5174931,0.192934436,95.99904373,4,2.122341016,0.48901738,97.18138231,2.818617692,2.844850169,2,3.757360463,172,0,0,2.2,0,0,None
M-1137,KC Overseas Education (Branch 2),Hospitality,Medium,Central,18-04-2023,8,Soundbox,661,433791.787,656.265941,0.737834839,97.63566631,5,5.223116111,0.831390841,90.36222187,9.637778132,1.179600552,1,2.496684374,256,2293,200,2,69406.68592,1,High Costs
M-1138,Britannia (Branch 3),Retail,Small,Central,19-11-2023,1,Soundbox,641,545432.553,850.908819,0.004481693,97.45604036,7,5.229017185,0.155401129,95.84811655,4.151883452,0.420550497,1,3.614260611,298,2293,200,2,10908.65106,1,Technical Issues
M-1139,HealthKart (Branch 2),Education,Large,Central,28-12-2023,0,Pin on Mobile,233,81125.62887,348.1786647,0.204446367,96.16963394,3,4.922737905,0.438031783,96.98376518,3.016234821,3.59634253,0,1.506107656,99,0,0,1.2,0,0,None
M-1140,Oyo (Branch 3),Hospitality,Medium,East,27-09-2023,3,Soundbox,737,712595.6011,966.88684,0.370163356,99.12185087,3,6.182859252,0.123286399,97.6120962,2.3879038,1.621249478,3,3.652215455,363,2293,200,2,42755.73607,1,Support Issues
M-1141,Qshala (Branch 3),Food & Beverage,Large,Central,12-09-2023,3,Soundbox,966,281387.8844,291.2918057,0.240512042,96.50267629,5,6.925574647,0.372466948,94.11863969,5.881360307,1.622893296,3,1.731550604,303,2293,200,1.8,12662.4548,1,None
M-1142,Spencer's (Branch 2),E-commerce,Medium,South,09-11-2023,1,mPos,622,461354.7951,741.7279663,0.587025882,98.53128458,7,3.531433337,0.845288108,96.2671136,3.732886395,3.856265562,3,2.774843421,122,5377,300,2.2,11533.86988,0,None
M-1143,IKEA (Branch 3),Healthcare,Small,North,02-03-2023,10,Android Smart POS,188,164417.1509,874.5593133,0.952058418,98.87153661,7,1.453868084,0.462830657,98.90330615,1.096693852,3.848000756,2,4.848301512,159,19824,500,1.5,49325.14527,0,None
M-1144,Croma (Branch 5),Education,Small,South,12-11-2023,1,Pin on Mobile,576,465639.3236,808.4016035,0.52317801,99.52876473,7,5.950233464,0.843884966,96.05708191,3.942918091,1.522899735,0,1.596540431,343,0,0,1.2,6984.589855,1,Low Usage
M-1145,BigBazar (Branch 3),Healthcare,Medium,Central,23-11-2023,1,Android Smart POS,642,434957.202,677.5034299,0.924872255,99.50984412,8,5.653114483,0.8088231,95.13686056,4.863139437,0.05253999,0,4.046705142,108,19824,500,1.5,13048.71606,0,None
M-1146,BharatX,Education,Small,East,11-05-2023,7,Android Smart Mini POS,657,148016.8499,225.292009,0.773392225,95.25505675,5,1.228921636,0.429817698,90.56767657,9.432323431,3.945719756,1,1.162002746,88,14224,400,1.2,15541.76924,0,None
M-1147,My Operator (Branch 4),Healthcare,Large,Central,15-06-2023,6,Android Smart POS,506,133071.2675,262.9866946,0.680061396,96.9951088,3,4.659193287,0.443306793,90.52198789,9.47801211,2.724009891,2,1.331217099,228,19824,500,1.5,23952.82815,1,Technical Issues
M-1148,McDonald's (Branch 2),Healthcare,Medium,West,19-10-2023,2,Android Smart POS,510,376158.1053,737.5649124,0.099461597,96.86482211,6,5.616274879,0.706911015,90.36125449,9.638745507,2.732971317,4,2.768414985,241,19824,500,1.5,22569.48632,1,High Costs
M-1149,Sqraeboat (Branch 7),Healthcare,Medium,West,31-08-2023,4,Android Smart POS,322,165284.3919,513.3055648,0.803760695,99.34302513,7,3.752739192,0.273820619,98.86910464,1.130895361,4.124008957,0,4.977013276,274,19824,500,1.5,19834.12702,1,None
M-1150,Reliance (Branch 5),E-commerce,Small,West,02-10-2023,3,Pin on Mobile,479,468000.7144,977.0369819,0.372366298,96.82070823,1,2.170181391,0.114323114,96.66274312,3.337256883,3.850152344,3,3.340399594,21,0,0,2.2,35100.05358,0,None
M-1151,Croma (Branch 6),Entertainment,Medium,North,24-09-2023,3,Android Smart Mini POS,443,360326.937,813.3790904,0.670710228,95.24296636,7,5.14920535,0.077531412,97.24750907,2.752490932,0.69701721,7,2.674658454,340,14224,400,1.8,19457.6546,1,Support Issues
M-1152,Raymond (Branch 7),Education,Medium,Central,02-10-2023,3,Android Smart Mini POS,523,110292.0791,210.8835164,0.411898298,95.35958168,2,3.431354698,0.039932189,97.51695535,2.483044655,1.04869497,3,3.985064245,353,14224,400,1.2,4963.143558,1,High Costs
M-1153,Marico (Branch 3),Education,Medium,East,03-02-2023,11,Android Smart Mini POS,424,109188.2828,257.5195349,0.715673777,96.9144425,4,3.076014478,0.451205408,96.73703087,3.262969129,4.511101433,5,1.199068786,130,14224,400,1.2,18016.06666,0,None
M-1154,Teach for India (Branch 5),Entertainment,Small,East,12-07-2023,5,Android Smart POS,694,642190.4786,925.3465109,0.958798262,95.12665845,1,6.940523474,0.322497218,97.58660605,2.413393946,0.901477303,1,4.435701554,347,19824,500,1.8,57797.14307,1,Support Issues
M-1155,Dabur,E-commerce,Small,Central,01-03-2023,10,Pin on Mobile,379,225857.1986,595.9292838,0.471368156,99.68567007,9,6.651463269,0.876988831,91.87800862,8.121991379,2.480149471,1,2.390959129,66,0,0,2.2,56464.29964,0,None
M-1156,IKEA (Branch 4),Entertainment,Medium,North,20-05-2023,7,Android Smart Mini POS,715,401623.5395,561.7112441,0.523694332,99.81399205,3,1.359875633,0.48795764,96.96655536,3.033444637,0.755809791,0,4.469616453,302,14224,400,1.8,50604.56598,1,Technical Issues
M-1157,Netmeds (Branch 6),Food & Beverage,Medium,West,04-06-2023,7,Android Smart POS,618,419347.0535,678.5551028,0.183562908,96.39595433,0,4.149263308,0.599640144,95.10000708,4.899992916,3.27084156,0,2.230998066,0,19824,500,1.8,44031.44062,0,None
M-1158,Pepperfry (Branch 5),Healthcare,Small,North,11-07-2023,5,Android Smart POS,514,507281.3227,986.9286433,0.570735249,97.16876465,5,4.309524754,0.115712394,93.61544328,6.384556723,2.292025265,2,3.405706341,319,19824,500,1.5,76092.1984,1,High Costs
M-1159,Airtel (Branch 4),E-commerce,Large,North,05-09-2023,3,mPos,620,347802.7954,560.9722506,0.149089749,99.82666584,5,3.469069617,0.183845727,98.47270063,1.527299367,2.661755633,2,4.409421842,255,5377,300,2.2,26085.20965,1,High Costs
M-1160,KC Overseas Education (Branch 3),E-commerce,Large,Central,08-06-2023,6,Pin on Mobile,271,101825.4702,375.7397424,0.481944279,95.20810746,5,3.775203912,0.418940842,97.01402639,2.985973612,1.774709822,0,3.935455936,364,0,0,2.2,15273.82053,1,High Costs
M-1161,Urban Ladder (Branch 4),Entertainment,Large,South,16-04-2023,8,Android Smart POS,536,506540.8194,945.0388421,0.876039114,98.31746818,1,1.700517803,0.41539343,91.67922036,8.320779645,0.512083588,3,2.209306933,207,19824,500,1.8,72941.87799,1,Low Usage
M-1162,Myntra (Branch 2),Education,Large,North,03-01-2023,12,Pin on Mobile,575,198525.6539,345.2620067,0.9642202,97.83647791,0,4.132663282,0.008822589,94.37143841,5.628561585,4.188353147,0,1.082285859,139,0,0,1.2,35734.61769,0,None
M-1163,BigBazar (Branch 4),Education,Large,North,20-06-2023,6,Pin on Mobile,261,66116.89524,253.3214377,0.898221124,96.5336398,10,1.844975005,0.443759378,92.9291949,7.070805098,0.283012328,3,4.332774618,314,0,0,1.2,5950.520572,1,Technical Issues
M-1164,Urban Ladder (Branch 5),Hospitality,Large,East,12-01-2023,11,Soundbox,336,303548.4859,903.4181129,0.779203137,95.93466649,6,5.164119675,0.602632921,91.66081546,8.339184543,1.36601753,5,3.554893635,279,2293,200,2,66780.66691,1,Better Competitor
M-1165,Spencer's (Branch 3),Food & Beverage,Medium,South,09-04-2023,8,Android Smart Mini POS,349,74711.82265,214.0739904,0.268011732,96.83943658,4,4.843729294,0.414001052,92.68943249,7.310567513,4.753440341,5,1.461560916,295,14224,400,1.8,8965.418718,1,Better Competitor
M-1166,Godrej (Branch 4),Healthcare,Medium,North,20-05-2023,7,Android Smart POS,502,294876.0274,587.402445,0.442991539,96.48148443,3,6.919832319,0.271987323,94.41036186,5.589638142,2.024465484,1,4.673210968,82,19824,500,1.5,61923.96575,0,None
M-1167,Xiomi (Branch 4),Healthcare,Small,North,15-11-2023,1,Android Smart POS,397,203326.2392,512.1567738,0.498544878,99.2907016,5,2.024527306,0.036707983,91.67017142,8.329828575,3.82521595,1,2.620504293,294,19824,500,1.5,6099.787176,1,High Costs
M-1168,Godrej (Branch 5),Healthcare,Large,East,19-05-2023,7,Android Smart POS,399,297734.6227,746.2020619,0.307449595,97.7410367,4,6.596393623,0.305858108,90.43764724,9.562352755,3.378138838,1,4.37656184,132,19824,500,1.5,62524.27076,0,None
M-1169,IKEA (Branch 5),Entertainment,Medium,Central,06-05-2023,7,Android Smart POS,280,123760.8871,442.0031683,0.131770889,96.87653835,6,6.967030625,0.012009163,94.86827832,5.13172168,2.868332988,0,4.656835159,192,19824,500,1.8,15593.87178,1,Technical Issues
M-1170,My Operator (Branch 5),Hospitality,Medium,Central,16-08-2023,4,Android Smart POS,213,110612.0421,519.3053619,0.807662078,99.73574443,3,4.815701383,0.782101225,94.79542375,5.204576248,3.12411571,1,1.265018788,97,19824,500,2,8848.963367,0,None
M-1171,Reliance (Branch 6),Retail,Medium,North,24-02-2023,10,Dynamic Soundbox,550,458947.1572,834.4493767,0.398310368,99.81373576,1,4.658388119,0.274347386,96.28714337,3.712856634,0.76425152,0,1.432101277,93,3827,250,2,91789.43144,0,None
M-1172,Decathlon (Branch 7),Retail,Medium,West,02-04-2023,9,Soundbox,310,301115.7128,971.3410089,0.573286658,95.74007146,5,2.868655146,0.800234214,94.70908375,5.290916249,0.940741743,1,2.349658835,271,2293,200,2,54200.8283,1,Support Issues
M-1173,Haldiram's (Branch 2),Education,Large,West,12-11-2023,1,Pin on Mobile,317,267777.6721,844.7245176,0.427431071,95.5556518,0,4.305665163,0.105582713,98.92261677,1.077383233,1.220684104,0,1.794209614,80,0,0,1.2,4016.665081,0,None
M-1174,My Operator (Branch 6),Healthcare,Small,Central,10-02-2023,10,mPos,422,138166.748,327.4093555,0.140819218,99.05227359,7,5.568914118,0.497645341,92.47384285,7.526157147,3.388065878,2,2.593700675,82,5377,300,1.5,41450.0244,0,None
M-1175,Marico (Branch 4),Food & Beverage,Small,West,19-02-2023,10,Android Smart Mini POS,395,190596.7911,482.5235218,0.458728824,99.80955283,9,6.014838218,0.738559498,92.38634102,7.61365898,0.084466775,0,2.91880065,76,14224,400,1.8,28589.51867,0,None
M-1176,My Operator (Branch 7),Education,Large,West,29-08-2023,4,Android Smart Mini POS,541,300625.3033,555.6844794,0.774849847,98.62512601,7,4.22886058,0.087327373,98.33473212,1.665267879,2.278012688,4,3.695351845,170,14224,400,1.2,18037.5182,0,None
M-1177,Newton School (Branch 3),Food & Beverage,Large,East,06-07-2023,5,Android Smart Mini POS,213,134762.4722,632.6876631,0.225336911,99.77400902,7,2.35332398,0.189209005,95.55211016,4.447889839,3.896895392,1,3.267058255,332,14224,400,1.8,10107.18542,1,High Costs
M-1178,Subway (Branch 5),Education,Medium,East,21-08-2023,4,Pin on Mobile,521,158816.3155,304.8297803,0.343176387,98.31134529,3,1.588140643,0.12725148,90.55499587,9.445004134,4.980395645,3,2.174342554,49,0,0,1.2,9528.978932,0,None
M-1179,Masters Union (Branch 2),Retail,Medium,North,29-06-2023,6,Dynamic Soundbox,455,97162.28428,213.5434819,0.522095237,96.64271439,2,1.791111938,0.507683825,96.23196317,3.768036827,3.150927845,0,4.21501979,176,3827,250,2,11659.47411,0,None
M-1180,Croma (Branch 7),Entertainment,Small,East,28-06-2023,6,Android Smart POS,891,369859.8824,415.1064898,0.410298107,98.47802457,3,4.076482851,0.930708012,96.63412469,3.365875307,2.822014628,2,3.589281894,262,19824,500,1.8,39944.8673,1,Support Issues
M-1181,Urban Ladder (Branch 6),E-commerce,Large,North,16-06-2023,6,mPos,652,432617.9772,663.5245049,0.798170803,98.854404,0,6.013235675,0.729874013,96.74347803,3.256521969,0.980696749,5,2.873297229,181,5377,300,2.2,64892.69658,1,Better Competitor
M-1182,Godrej (Branch 6),E-commerce,Medium,Central,31-07-2023,5,mPos,265,141476.1511,533.8722681,0.86241754,96.04340378,6,3.343446266,0.318076544,91.35999166,8.640008336,1.448589591,0,4.053356213,214,5377,300,2.2,17684.51888,1,Support Issues
